aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
50,0.154176227,0.548389114,0.100128028,0.197306631,Attack Helicopter,,
51,0.424023455,0.080644294,0.348757532,0.146574719,Borys Lang,,
52,0.271301465,0.081305206,0.514781588,0.132611741,manymagpie,,
53,0.227449215,0.404716998,0.166710247,0.20112354,Attack Helicopter,,
54,0.183343731,0.330282548,0.309427412,0.176946308,manymagpie,,
55,0.295878601,0.123870382,0.140065126,0.440185891,Borys Lang,,
56,0.122642081,0.388464857,0.353476445,0.135416617,manymagpie,,
57,0.286828026,0.33173795,0.284756376,0.096677648,Borys Lang,,
58,0.323885213,0.301881271,0.220713084,0.153520432,Borys Lang,,
59,0.310026078,0.211330185,0.387659258,0.090984479,Borys Lang,,
60,0.152040169,0.625248082,0.130481848,0.092229901,Attack Helicopter,,
61,0.414142899,0.096460602,0.384286009,0.105110489,manymagpie,,
62,0.109599194,0.588756917,0.097936891,0.203706998,Attack Helicopter,,
63,0.38967908,0.102101612,0.143868225,0.364351083,Borys Lang,,
64,0.22013819,0.383882106,0.261392884,0.13458682,Attack Helicopter,,
65,0.218208015,0.228859097,0.058868113,0.494064775,Attack Helicopter,,
66,0.312383209,0.165436013,0.180518903,0.341661875,moonmoth,,
67,0.179314865,0.12688256,0.366955627,0.326846948,manymagpie,,
68,0.173376145,0.57932884,0.112089959,0.135205056,Attack Helicopter,,
69,0.44482962,0.16761518,0.15545379,0.23210141,Borys Lang,,
70,0.303213515,0.064403191,0.295426183,0.33695711,Borys Lang,,
71,0.311435325,0.251175431,0.221247001,0.216142243,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.270211676,0.729788324,0,0,Attack Helicopter,,
2,0.688603203,0.311396797,0,0,Borys Lang,,
3,0.212000713,0.787999287,0,0,Attack Helicopter,,
4,0.674427986,0.325572014,0,0,Borys Lang,,
5,0.251725988,0.251931653,0.496342359,0,manymagpie,,
6,0.352283942,0.494172484,0.153543574,0,Attack Helicopter,,
7,0.408357821,0.479970713,0.111671466,0,Borys Lang,,
8,0.204698821,0.554405375,0.240895805,0,Attack Helicopter,,
9,0.553233508,0.259123842,0.18764265,0,Borys Lang,,
10,0.242422138,0.576433297,0.181144566,0,Attack Helicopter,,
11,0.135961582,0.354870914,0.509167504,0,manymagpie,,
12,0.212292888,0.259049575,0.528657537,0,manymagpie,,
13,0.691139476,0.17726258,0.131597944,0,Borys Lang,,
14,0.101357602,0.309359082,0.589283316,0,manymagpie,,
15,0.514720546,0.340882634,0.144396819,0,Borys Lang,,
16,0.176525432,0.398392132,0.425082436,0,manymagpie,,
17,0.403835521,0.330023506,0.266140973,0,Borys Lang,,
18,0.12990228,0.755364515,0.114733205,0,Attack Helicopter,,
19,0.460311049,0.071683676,0.468005275,0,manymagpie,,
20,0.2350913,0.582306194,0.182602507,0,Attack Helicopter,,
21,0.426320948,0.124341637,0.449337414,0,Borys Lang,,
22,0.162266448,0.131945836,0.223660806,0.48212691,moonmoth,,
23,0.206534737,0.410448598,0.228742309,0.154274357,Attack Helicopter,,
24,0.196057104,0.343220061,0.353283938,0.107438897,manymagpie,,
25,0.159156788,0.318570746,0.415050691,0.107221775,manymagpie,,
26,0.139263303,0.357042853,0.107904431,0.395789413,Attack Helicopter,,
27,0.455213522,0.194756363,0.106684535,0.24334558,Borys Lang,,
28,0.11202907,0.446456554,0.299264723,0.142249653,Attack Helicopter,,
29,0.132565879,0.118246894,0.404397616,0.344789611,manymagpie,,
30,0.104667646,0.674490568,0.108436461,0.112405325,Attack Helicopter,,
31,0.104706762,0.669821492,0.111163783,0.114307962,Attack Helicopter,,
32,0.192230708,0.060535731,0.433585384,0.313648177,manymagpie,,
33,0.185506536,0.133634619,0.1540663,0.526792545,moonmoth,,
34,0.133876365,0.345412971,0.431495496,0.089215168,Attack Helicopter,,
35,0.110916406,0.488710057,0.101286474,0.299087063,Attack Helicopter,,
36,0.192999265,0.43633514,0.139633646,0.231031949,Attack Helicopter,,
37,0.101600727,0.30353441,0.08885867,0.506006193,Attack Helicopter,,
38,0.109064441,0.463917828,0.100403244,0.326614488,Attack Helicopter,,
39,0.086397685,0.299865591,0.074989047,0.538747677,Attack Helicopter,,
40,0.085773513,0.491480702,0.076470077,0.346275708,moonmoth,,
41,0.832002155,0.055344065,0.059218902,0.053434878,Borys Lang,,
42,0.034354587,0.243423735,0.517198668,0.205023011,manymagpie,,
43,0.558666004,0.152602146,0.103974177,0.184757673,Borys Lang,,
44,0.08783266,0.401220919,0.222573767,0.288372654,Attack Helicopter,,
45,0.567310468,0.142093901,0.180912755,0.109682876,Borys Lang,,
46,0.1895804,0.211808927,0.467734059,0.130876613,manymagpie,,
47,0.038498715,0.211537239,0.056203841,0.693760205,Attack Helicopter,,
48,0.373604423,0.230412224,0.138630558,0.257352795,Borys Lang,,
49,0.245496864,0.151557155,0.434305413,0.168640568,manymagpie,,
50,0.152722956,0.525241517,0.107918539,0.214116989,Attack Helicopter,,
51,0.42453428,0.093050567,0.30043041,0.181984743,Borys Lang,,
52,0.264838992,0.087806747,0.491080011,0.15627425,manymagpie,,
53,0.317043493,0.353339827,0.134903002,0.194713677,Attack Helicopter,,
54,0.203873938,0.196253752,0.363669052,0.236203258,manymagpie,,
55,0.328440071,0.132913315,0.176748786,0.361897829,Borys Lang,,
56,0.147759952,0.215166682,0.446126975,0.19094639,manymagpie,,
57,0.361709365,0.330859232,0.166844506,0.140586897,Borys Lang,,
58,0.237893611,0.507351726,0.118765125,0.135989537,Borys Lang,,
59,0.350805896,0.340060305,0.177624448,0.131509351,Borys Lang,,
60,0.151529079,0.614048375,0.134921524,0.099501022,Attack Helicopter,,
61,0.248251634,0.128498123,0.472808258,0.150441985,manymagpie,,
62,0.117926401,0.561645058,0.101118625,0.219309916,Attack Helicopter,,
63,0.280377272,0.086335584,0.099844544,0.5334426,Borys Lang,,
64,0.205267601,0.369615868,0.257284917,0.167831615,Attack Helicopter,,
65,0.272199159,0.283407289,0.076777234,0.367616319,Attack Helicopter,,
66,0.323117002,0.166874435,0.169145264,0.3408633,moonmoth,,
67,0.180440122,0.154519151,0.461791581,0.203249146,manymagpie,,
68,0.182427729,0.564801038,0.111498238,0.141272995,Attack Helicopter,,
69,0.43434331,0.164871085,0.149236555,0.25154905,Borys Lang,,
70,0.347785691,0.079446204,0.118948111,0.453819994,Borys Lang,,
71,0.196554358,0.265626142,0.129297075,0.408522426,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.286580244,0.713419756,0,0,Attack Helicopter,,
2,0.645138764,0.354861236,0,0,Borys Lang,,
3,0.230514394,0.769485606,0,0,Attack Helicopter,,
4,0.680247108,0.319752892,0,0,Borys Lang,,
5,0.209631855,0.358371408,0.431996738,0,manymagpie,,
6,0.339842627,0.50154744,0.158609933,0,Attack Helicopter,,
7,0.32028005,0.579716571,0.100003378,0,Borys Lang,,
8,0.23123721,0.491897017,0.276865773,0,Attack Helicopter,,
9,0.421761698,0.31947546,0.258762842,0,Borys Lang,,
10,0.267397298,0.547092258,0.185510444,0,Attack Helicopter,,
11,0.143691092,0.368682531,0.487626377,0,manymagpie,,
12,0.494223866,0.169759948,0.336016187,0,manymagpie,,
13,0.690835347,0.177661378,0.131503275,0,Borys Lang,,
14,0.100784598,0.310402686,0.588812716,0,manymagpie,,
15,0.499205241,0.357024185,0.143770574,0,Borys Lang,,
16,0.189480794,0.418669608,0.391849598,0,manymagpie,,
17,0.48336371,0.263858233,0.252778057,0,Borys Lang,,
18,0.143819334,0.726531366,0.129649301,0,Attack Helicopter,,
19,0.569825799,0.069752532,0.360421669,0,manymagpie,,
20,0.212921469,0.577306502,0.209772029,0,Attack Helicopter,,
21,0.41846403,0.187708925,0.393827045,0,Borys Lang,,
22,0.167943945,0.116373071,0.183223206,0.532459778,moonmoth,,
23,0.524167436,0.233209748,0.177974821,0.064647996,Attack Helicopter,,
24,0.278523686,0.372759236,0.282124884,0.066592194,manymagpie,,
25,0.236309695,0.272101848,0.406769639,0.084818817,manymagpie,,
26,0.297859264,0.427108426,0.150659346,0.124372964,Attack Helicopter,,
27,0.476398383,0.207033276,0.106665956,0.209902385,Borys Lang,,
28,0.101587409,0.384969687,0.413039567,0.100403338,Attack Helicopter,,
29,0.226717575,0.172205781,0.472107566,0.128969078,manymagpie,,
30,0.100598305,0.67296631,0.12573657,0.100698815,Attack Helicopter,,
31,0.101125995,0.67215171,0.12362882,0.103093475,Attack Helicopter,,
32,0.243507651,0.077704868,0.540947464,0.137840017,manymagpie,,
33,0.170016808,0.130002666,0.169750624,0.530229902,moonmoth,,
34,0.494373395,0.301460215,0.123132356,0.081034034,Attack Helicopter,,
35,0.108708193,0.490698574,0.10445352,0.296139713,Attack Helicopter,,
36,0.144147388,0.366114853,0.158201893,0.331535867,Attack Helicopter,,
37,0.09725646,0.30259652,0.101630201,0.498516819,Attack Helicopter,,
38,0.109579379,0.460329986,0.10198637,0.328104265,Attack Helicopter,,
39,0.085773235,0.331173177,0.090004441,0.493049147,Attack Helicopter,,
40,0.085111583,0.446305777,0.085898171,0.38268447,moonmoth,,
41,0.704055571,0.08341006,0.136227142,0.076307228,Borys Lang,,
42,0.076217499,0.201746107,0.55184262,0.170193775,manymagpie,,
43,0.545855221,0.153004165,0.101133224,0.20000739,Borys Lang,,
44,0.101512896,0.434284407,0.204833148,0.259369549,Attack Helicopter,,
45,0.569777647,0.148344573,0.176917849,0.104959931,Borys Lang,,
46,0.182473195,0.213191408,0.474454322,0.129881075,manymagpie,,
47,0.037091528,0.203678957,0.056484653,0.702744861,Attack Helicopter,,
48,0.322444395,0.285953564,0.111286937,0.280315104,Borys Lang,,
49,0.246997317,0.156027997,0.442064171,0.154910515,manymagpie,,
50,0.145751838,0.557390628,0.101226276,0.195631258,Attack Helicopter,,
51,0.368108246,0.074031994,0.37571698,0.182142781,Borys Lang,,
52,0.272124674,0.079412867,0.505234957,0.143227502,manymagpie,,
53,0.283717193,0.391360232,0.135019466,0.189903108,Attack Helicopter,,
54,0.32478535,0.174058586,0.311015254,0.19014081,manymagpie,,
55,0.324818346,0.149809082,0.147302685,0.378069887,Borys Lang,,
56,0.141817967,0.267712359,0.421667584,0.168802091,manymagpie,,
57,0.336133498,0.143489155,0.394003812,0.126373535,Borys Lang,,
58,0.267685893,0.429184743,0.181027272,0.122102092,Borys Lang,,
59,0.348847104,0.280823965,0.254057524,0.116271406,Borys Lang,,
60,0.13638002,0.615076063,0.150948607,0.09759531,Attack Helicopter,,
61,0.315847179,0.112674506,0.429710869,0.141767445,manymagpie,,
62,0.11554387,0.564228506,0.104161868,0.216065756,Attack Helicopter,,
63,0.324773649,0.097560469,0.125847531,0.451818351,Borys Lang,,
64,0.198421494,0.341224731,0.308869769,0.151484006,Attack Helicopter,,
65,0.308559325,0.221859295,0.064529719,0.405051661,Attack Helicopter,,
66,0.24335145,0.171441728,0.208091634,0.377115187,moonmoth,,
67,0.175835511,0.140979395,0.438803559,0.244381535,manymagpie,,
68,0.202863584,0.541130093,0.110896724,0.145109599,Attack Helicopter,,
69,0.421927934,0.174511639,0.146731104,0.256829324,Borys Lang,,
70,0.344988964,0.089920502,0.172842074,0.392248461,Borys Lang,,
71,0.430056785,0.277236959,0.108229479,0.184476777,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.301874804,0.698125196,0,0,Attack Helicopter,,
2,0.617683385,0.382316615,0,0,Borys Lang,,
3,0.247119666,0.752880334,0,0,Attack Helicopter,,
4,0.715541023,0.284458977,0,0,Borys Lang,,
5,0.227763015,0.262107986,0.510129,0,manymagpie,,
6,0.258077184,0.551823309,0.190099507,0,Attack Helicopter,,
7,0.366236089,0.503941435,0.129822476,0,Borys Lang,,
8,0.193917027,0.4433139,0.362769073,0,Attack Helicopter,,
9,0.348429959,0.408792984,0.242777057,0,Borys Lang,,
10,0.281665639,0.527529813,0.190804548,0,Attack Helicopter,,
11,0.153000499,0.342895685,0.504103815,0,manymagpie,,
12,0.251635785,0.244196229,0.504167986,0,manymagpie,,
13,0.684938012,0.1809505,0.134111489,0,Borys Lang,,
14,0.102318744,0.307919852,0.589761404,0,manymagpie,,
15,0.507151959,0.347463382,0.145384659,0,Borys Lang,,
16,0.155074016,0.498795166,0.346130818,0,manymagpie,,
17,0.39333193,0.278219873,0.328448197,0,Borys Lang,,
18,0.116672105,0.770702044,0.112625851,0,Attack Helicopter,,
19,0.40672269,0.08260867,0.51066864,0,manymagpie,,
20,0.218667577,0.577827684,0.203504739,0,Attack Helicopter,,
21,0.449017934,0.177298983,0.373683083,0,Borys Lang,,
22,0.191853005,0.121722474,0.192336471,0.49408805,moonmoth,,
23,0.374086718,0.327077733,0.182998698,0.115836851,Attack Helicopter,,
24,0.282338215,0.305667825,0.324456211,0.08753775,manymagpie,,
25,0.22785577,0.262843961,0.411623578,0.09767669,manymagpie,,
26,0.334937151,0.368196614,0.125199761,0.171666473,Attack Helicopter,,
27,0.419482718,0.263120322,0.098840269,0.218556692,Borys Lang,,
28,0.107482257,0.367545612,0.422762682,0.102209449,Attack Helicopter,,
29,0.252533045,0.145756733,0.381269159,0.220441063,manymagpie,,
30,0.104205912,0.665642181,0.122027446,0.108124461,Attack Helicopter,,
31,0.101753873,0.672993464,0.119783143,0.10546952,Attack Helicopter,,
32,0.648192097,0.028269831,0.203586978,0.119951094,manymagpie,,
33,0.17979012,0.127459847,0.169531483,0.52321855,moonmoth,,
34,0.298604414,0.312607347,0.304773304,0.084014935,Attack Helicopter,,
35,0.107944153,0.482903983,0.103948923,0.30520294,Attack Helicopter,,
36,0.15087928,0.3922271,0.143515369,0.313378252,Attack Helicopter,,
37,0.093219868,0.299237235,0.089368837,0.518174059,Attack Helicopter,,
38,0.106866844,0.440121719,0.102433433,0.350578004,Attack Helicopter,,
39,0.073508818,0.252701407,0.069914247,0.603875528,Attack Helicopter,,
40,0.091828497,0.441973814,0.088453029,0.37774466,moonmoth,,
41,0.774511738,0.073263546,0.082570308,0.069654408,Borys Lang,,
42,0.047439368,0.261133196,0.503167724,0.188259712,manymagpie,,
43,0.567279187,0.146196276,0.104894465,0.181630072,Borys Lang,,
44,0.083159678,0.412936541,0.287416143,0.216487638,Attack Helicopter,,
45,0.542420586,0.169001622,0.177222102,0.11135569,Borys Lang,,
46,0.229047864,0.210551736,0.440668606,0.119731794,manymagpie,,
47,0.05346782,0.272791571,0.075522921,0.598217687,Attack Helicopter,,
48,0.347405059,0.25501676,0.12364632,0.273931861,Borys Lang,,
49,0.216787342,0.170773723,0.44816446,0.164274475,manymagpie,,
50,0.15515201,0.52137871,0.106549168,0.216920112,Attack Helicopter,,
51,0.370301985,0.082378785,0.362964487,0.184354744,Borys Lang,,
52,0.311800415,0.081040302,0.469552025,0.137607258,manymagpie,,
53,0.287170527,0.334268491,0.121774097,0.256786885,Attack Helicopter,,
54,0.149976205,0.492234107,0.225031555,0.132758133,manymagpie,,
55,0.319664904,0.174066566,0.149709534,0.356558996,Borys Lang,,
56,0.130334017,0.350946098,0.357324685,0.161395201,manymagpie,,
57,0.321742739,0.202817621,0.362140506,0.113299134,Borys Lang,,
58,0.302560003,0.205152936,0.369607348,0.122679714,Borys Lang,,
59,0.349736084,0.250778945,0.258140153,0.141344818,Borys Lang,,
60,0.15099662,0.622969489,0.125826146,0.100207745,Attack Helicopter,,
61,0.374721532,0.106846888,0.396382853,0.122048727,manymagpie,,
62,0.119208233,0.562443973,0.100016238,0.218331556,Attack Helicopter,,
63,0.449159741,0.125923688,0.155900064,0.269016506,Borys Lang,,
64,0.153937495,0.400292221,0.261541843,0.184228442,Attack Helicopter,,
65,0.14533011,0.272952441,0.080153462,0.501563987,Attack Helicopter,,
66,0.220797772,0.199197439,0.209777574,0.370227215,moonmoth,,
67,0.144260767,0.136965065,0.351272214,0.367501954,manymagpie,,
68,0.169896649,0.564149532,0.121322649,0.14463117,Attack Helicopter,,
69,0.419661568,0.166832438,0.168015116,0.245490878,Borys Lang,,
70,0.366545123,0.086737164,0.227016475,0.319701237,Borys Lang,,
71,0.313867417,0.261202399,0.189993885,0.234936299,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.278526932,0.721473068,0,0,Attack Helicopter,,
2,0.707663852,0.292336148,0,0,Borys Lang,,
3,0.206332812,0.793667188,0,0,Attack Helicopter,,
4,0.767519986,0.232480014,0,0,Borys Lang,,
5,0.186345088,0.268342067,0.545312845,0,manymagpie,,
6,0.245396472,0.578159027,0.176444501,0,Attack Helicopter,,
7,0.240440012,0.690710711,0.068849276,0,Borys Lang,,
8,0.211257362,0.477098175,0.311644462,0,Attack Helicopter,,
9,0.40300682,0.418014667,0.178978513,0,Borys Lang,,
10,0.284853161,0.539893552,0.175253287,0,Attack Helicopter,,
11,0.152686768,0.33109235,0.516220883,0,manymagpie,,
12,0.301227683,0.245175973,0.453596343,0,manymagpie,,
13,0.673005228,0.191473756,0.135521017,0,Borys Lang,,
14,0.108487565,0.283881536,0.607630898,0,manymagpie,,
15,0.490709044,0.372526107,0.136764849,0,Borys Lang,,
16,0.196425331,0.352183285,0.451391384,0,manymagpie,,
17,0.398934635,0.225920378,0.375144987,0,Borys Lang,,
18,0.130083529,0.749152203,0.120764268,0,Attack Helicopter,,
19,0.549004023,0.063642133,0.387353844,0,manymagpie,,
20,0.231016144,0.578585239,0.190398617,0,Attack Helicopter,,
21,0.457040706,0.185745001,0.357214292,0,Borys Lang,,
22,0.127339266,0.110957013,0.127919072,0.633784649,moonmoth,,
23,0.314358576,0.400150871,0.195322184,0.090168369,Attack Helicopter,,
24,0.255995761,0.366021956,0.317334544,0.060647739,manymagpie,,
25,0.231657443,0.278222189,0.416526093,0.073594275,manymagpie,,
26,0.337982727,0.421458052,0.146691612,0.093867609,Attack Helicopter,,
27,0.543066168,0.228261595,0.11691458,0.111757657,Borys Lang,,
28,0.089425361,0.36252351,0.475219222,0.072831906,Attack Helicopter,,
29,0.228132958,0.192620607,0.478825904,0.100420531,manymagpie,,
30,0.103711661,0.672628499,0.129281951,0.094377889,Attack Helicopter,,
31,0.099433057,0.682960914,0.122764815,0.094841214,Attack Helicopter,,
32,0.25093693,0.081990047,0.561706802,0.10536622,manymagpie,,
33,0.163578069,0.126609538,0.180052535,0.529759858,moonmoth,,
34,0.169960773,0.512516151,0.184896392,0.132626684,Attack Helicopter,,
35,0.103665738,0.497890724,0.109688925,0.288754613,Attack Helicopter,,
36,0.145112455,0.469281807,0.155417201,0.230188538,Attack Helicopter,,
37,0.078190755,0.265869538,0.090511168,0.565428539,Attack Helicopter,,
38,0.106378294,0.467647591,0.106606306,0.319367809,Attack Helicopter,,
39,0.081826831,0.325861041,0.093531432,0.498780695,Attack Helicopter,,
40,0.0908243,0.377518071,0.100081065,0.431576563,moonmoth,,
41,0.758064366,0.074021996,0.100539064,0.067374574,Borys Lang,,
42,0.051062605,0.257751981,0.505609981,0.185575433,manymagpie,,
43,0.537256769,0.155943344,0.106280785,0.200519102,Borys Lang,,
44,0.089355629,0.394269076,0.296373935,0.22000136,Attack Helicopter,,
45,0.612425987,0.139843172,0.142013397,0.105717444,Borys Lang,,
46,0.127043681,0.231197171,0.504881327,0.13687782,manymagpie,,
47,0.056376341,0.332282798,0.095087335,0.516253526,Attack Helicopter,,
48,0.442439138,0.214499182,0.150939585,0.192122096,Borys Lang,,
49,0.152794869,0.181651028,0.494417799,0.171136304,manymagpie,,
50,0.138665291,0.549299718,0.106687909,0.205347082,Attack Helicopter,,
51,0.377285619,0.079770968,0.363015679,0.179927734,Borys Lang,,
52,0.334861138,0.076606653,0.449491898,0.139040311,manymagpie,,
53,0.290803054,0.334134446,0.140874552,0.234187948,Attack Helicopter,,
54,0.20634625,0.3717903,0.272626539,0.149236911,manymagpie,,
55,0.32386827,0.163160751,0.162859475,0.350111505,Borys Lang,,
56,0.123956876,0.37417465,0.346861522,0.155006952,manymagpie,,
57,0.358007765,0.232678559,0.282754349,0.126559327,Borys Lang,,
58,0.294446339,0.32355311,0.219895163,0.162105388,Borys Lang,,
59,0.194037565,0.151322587,0.581211047,0.073428801,Borys Lang,,
60,0.147567595,0.61077211,0.14264437,0.099015925,Attack Helicopter,,
61,0.314531097,0.111722111,0.438052073,0.135694719,manymagpie,,
62,0.1161108,0.580378785,0.10219823,0.201312185,Attack Helicopter,,
63,0.433146613,0.118571311,0.159435182,0.288846894,Borys Lang,,
64,0.26809227,0.356356389,0.213432615,0.162118726,Attack Helicopter,,
65,0.152225394,0.213869456,0.059297268,0.574607882,Attack Helicopter,,
66,0.244007903,0.178787895,0.146096075,0.431108127,moonmoth,,
67,0.163597034,0.134917755,0.400270268,0.301214943,manymagpie,,
68,0.171261557,0.590190096,0.110473752,0.128074595,Attack Helicopter,,
69,0.473664276,0.164781865,0.165403808,0.196150051,Borys Lang,,
70,0.449600305,0.103122479,0.218918361,0.228358855,Borys Lang,,
71,0.293378755,0.298850829,0.209356857,0.198413559,Attack Helicopter,,
aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
0,1,0,0,0,Borys Lang,,
1,0.251328553,0.748671447,0,0,Attack Helicopter,,
2,0.674620487,0.325379513,0,0,Borys Lang,,
3,0.248162649,0.751837351,0,0,Attack Helicopter,,
4,0.647116026,0.352883974,0,0,Borys Lang,,
5,0.20020444,0.263076753,0.536718807,0,manymagpie,,
6,0.326773889,0.527943272,0.145282839,0,Attack Helicopter,,
7,0.357633852,0.54275917,0.099606978,0,Borys Lang,,
8,0.183545967,0.462764609,0.353689424,0,Attack Helicopter,,
9,0.44118928,0.362377456,0.196433264,0,Borys Lang,,
